Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
307,Hop’s Rookidee,JTG,133,Basic Pokémon,,Trainer's Pokémon（Hop）,,60.0,{C},{L},{F},1.0,Intimidating Stare,●,,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance)."
307,Hop’s Rookidee,JTG,133,Basic Pokémon,,Trainer's Pokémon（Hop）,,60.0,{C},{L},{F},1.0,Peck,●●,20,
308,Hop’s Corvisquire,JTG,134,Stage 1 Pokémon,,Trainer's Pokémon（Hop）,Hop’s Rookidee,90.0,{C},{L},{F},1.0,Speed Dive,●,30,
308,Hop’s Corvisquire,JTG,134,Stage 1 Pokémon,,Trainer's Pokémon（Hop）,Hop’s Rookidee,90.0,{C},{L},{F},1.0,Razor Wing,●●●,80,
309,Hop’s Wooloo,JTG,135,Basic Pokémon,,Trainer's Pokémon（Hop）,,70.0,{C},{F},,1.0,Smash Kick,●●●,50,
310,Hop’s Dubwool,JTG,136,Stage 1 Pokémon,,Trainer's Pokémon（Hop）,Hop’s Wooloo,120.0,{C},{F},,2.0,[Ability] Defiant Horn,,,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
310,Hop’s Dubwool,JTG,136,Stage 1 Pokémon,,Trainer's Pokémon（Hop）,Hop’s Wooloo,120.0,{C},{F},,2.0,Headbutt,●●●,80,
311,Hop’s Cramorant,JTG,138,Basic Pokémon,,Trainer's Pokémon（Hop）,,110.0,{C},{L},{F},1.0,Fickle Spitting,●,120,"If your opponent doesn’t have exactly 3 or 4 Prize cards remaining, this attack does nothing."
312,Sandy Shocks,TEF,98,Basic Pokémon,,Ancient,,120.0,{F},{G},,2.0,Magnetic Burst,{F},20,"If you have 3 or more Energy in play, this attack does 70 more damage. This attack’s damage isn’t affected by Weakness."
312,Sandy Shocks,TEF,98,Basic Pokémon,,Ancient,,120.0,{F},{G},,2.0,Power Gem,{F}●,60,
313,Miraidon ex,TEF,122,Basic Pokémon,Pokémon ex,Future,,220.0,Dragon,,,1.0,Repulsion Bolt,{L}{P},60,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 100 more damage."
313,Miraidon ex,TEF,122,Basic Pokémon,Pokémon ex,Future,,220.0,Dragon,,,1.0,Cyber Drive,{L}{P}●,220,"During your next turn, this Pokémon can’t use Cyber Drive."
314,Marill,SCR,33,Basic Pokémon,,,,70.0,{W},{L},,1.0,Rollout,●,10,
315,Azumarill,SSP,74,Stage 1 Pokémon,,,Marill,120.0,{P},{M},,2.0,[Ability] Glistening Bubbles,,,"If you have any Tera Pokémon in play, this Pokémon can use the Double-Edge attack for {P}."
315,Azumarill,SSP,74,Stage 1 Pokémon,,,Marill,120.0,{P},{M},,2.0,Double-Edge,{P}{P}{P}{P},230,This Pokémon also does 50 damage to itself.
316,Sylveon ex,SSP,86,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Eevee,270.0,{P},{M},,2.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
316,Sylveon ex,SSP,86,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Eevee,270.0,{P},{M},,2.0,Magical Charm,{P}●●,160,"During your opponent’s next turn, attacks used by the Defending Pokémon do 100 less damage (before applying Weakness and Resistance)."
316,Sylveon ex,SSP,86,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Eevee,270.0,{P},{M},,2.0,Angelite,{W}{L}{P},,"Choose 2 of your opponent’s Benched Pokémon. Shuffle those Pokémon and all attached cards into your opponent’s deck. If 1 of your Pokémon used Angelite during your last turn, this attack can’t be used."
317,Eevee,SSP,143,Basic Pokémon,,,,50.0,{C},{F},,1.0,[Ability] Boosted Evolution,,,"As long as this Pokémon is in the Active Spot, it can evolve during your first turn or the turn you play it."
317,Eevee,SSP,143,Basic Pokémon,,,,50.0,{C},{F},,1.0,Reckless Charge,●●,30,This Pokémon also does 10 damage to itself.
318,Ho-Oh,SSP,19,Basic Pokémon,,,,130.0,{R},{L},{F},2.0,Flap,{R}●,50,
318,Ho-Oh,SSP,19,Basic Pokémon,,,,130.0,{R},{L},{F},2.0,Shining Blaze,{R}{R}●,100,"If you have any Tera Pokémon on your Bench, this attack does 100 more damage."
319,Charcadet,SSP,32,Basic Pokémon,,,,70.0,{R},{W},,1.0,Will-O-Wisp,{R},20,
320,Ceruledge ex,SSP,36,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Charcadet,270.0,{R},{W},,2.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
320,Ceruledge ex,SSP,36,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Charcadet,270.0,{R},{W},,2.0,Abyssal Flames,{R},30,This attack does 20 more damage for each Energy card in your discard pile.
320,Ceruledge ex,SSP,36,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Charcadet,270.0,{R},{W},,2.0,Raging Amethyst,{R}{P}{M},280,Discard all Energy from this Pokémon.
321,Petilil,JTG,6,Basic Pokémon,,,,50.0,{G},{R},,1.0,Leaf Step,{G}●,30,
322,Lilligant,JTG,7,Stage 1 Pokémon,,,Petilil,110.0,{G},{R},,2.0,[Ability] Sunny Day,,,Attacks used by your {G} Pokémon and {R} Pokémon do 20 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).
322,Lilligant,JTG,7,Stage 1 Pokémon,,,Petilil,110.0,{G},{R},,2.0,Spinning Attack,{G}●●,60,
323,Nymble,JTG,19,Basic Pokémon,,,,50.0,{G},{R},,1.0,Rear Kick,●,20,
324,Torchic,JTG,22,Basic Pokémon,,,,60.0,{R},{W},,1.0,Scratch,{R}●,30,
325,Combusken,JTG,23,Stage 1 Pokémon,,,Torchic,90.0,{R},{W},,2.0,Slash,{R}●,50,
326,Blaziken ex,JTG,24,Stage 2 Pokémon,Pokémon ex,,Combusken,320.0,{R},{W},,2.0,[Ability] Seething Spirit,,,"Once during your turn, you may attach a Basic Energy card from your discard pile to 1 of your Pokémon."
326,Blaziken ex,JTG,24,Stage 2 Pokémon,Pokémon ex,,Combusken,320.0,{R},{W},,2.0,Smolder-sault,{R}●,200,"During your next turn, this Pokémon can’t use attacks."
327,Slowpoke,PRE,18,Basic Pokémon,,,,70.0,{W},{L},,2.0,Water Gun,{W},10,
327,Slowpoke,PRE,18,Basic Pokémon,,,,70.0,{W},{L},,2.0,Tail Whap,{W}●,30,
328,Pikachu ex,PRE,28,Basic Pokémon,Pokémon ex,,,190.0,{L},{F},,1.0,Tail Whap,●,30,
328,Pikachu ex,PRE,28,Basic Pokémon,Pokémon ex,,,190.0,{L},{F},,1.0,Thunder,{L}{L}●,220,This Pokémon also does 30 damage to itself.
329,Tapu Koko ex,JTG,51,Basic Pokémon,Pokémon ex,,,200.0,{L},{F},,,Linked Lightning,{L}●,60,This attack does 20 more damage for each of your Benched Pokémon.
330,Sylveon,PRE,40,Stage 1 Pokémon,,,Eevee,120.0,{P},{M},,1.0,[Ability] Safeguard,,,Prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon {ex}.
330,Sylveon,PRE,40,Stage 1 Pokémon,,,Eevee,120.0,{P},{M},,1.0,Magical Shot,{P}●●,100,
331,XerneasEX,PROMO,179,Basic Pokémon,Pokémon ex,,,210.0,{P},{M},,1.0,Aurora Beam,{P}●,50,
331,XerneasEX,PROMO,179,Basic Pokémon,Pokémon ex,,,210.0,{P},{M},,1.0,Rising Horns,{P}{P}●,120,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 100 more damage."
332,Dhelmise,JTG,70,Basic Pokémon,,,,130.0,{P},{D},{F},3.0,Bind Down,{P}●●,60,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
332,Dhelmise,JTG,70,Basic Pokémon,,,,130.0,{P},{D},{F},3.0,Anchor Smash,{P}{P}●●,130,
333,Riolu,PRE,50,Basic Pokémon,,,,70.0,{F},{P},,1.0,Quick Attack,{F},10,"Flip a coin. If heads, this attack does 20 more damage."
334,Sneasel,PRE,61,Basic Pokémon,,,,60.0,{D},{G},,,Claw Slash,{D},20,
335,Bronzor,PRE,66,Basic Pokémon,,,,70.0,{M},{R},{G},1.0,Hammer In,{M}●,20,
336,Zacian ex,SVP,198,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},2.0,Steel Armament,●,20,"Search your deck for a Basic {M} Energy card and attach it to this Pokémon. Then, shuffle your deck."
336,Zacian ex,SVP,198,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},2.0,Slashing Strike,{M}{M}●,210,"During your next turn, this Pokémon can’t use Slashing Strike."
337,LugiaEX,PRE,82,Basic Pokémon,Pokémon ex,,,220.0,{C},{L},{F},2.0,Hyper Whirlpool,●●●,140,"Flip a coin until you get tails. For each heads, discard an Energy from your opponent’s Active Pokémon."
338,Ethan's Pinsir,DRI,1,Basic Pokémon,,Trainer's Pokémon（Ethan）,,120.0,{G},{R},,2.0,Vise Grip,{G},20,
338,Ethan's Pinsir,DRI,1,Basic Pokémon,,Trainer's Pokémon（Ethan）,,120.0,{G},{R},,2.0,Rallying Horn,●●●,70,"If any of your Ethan’s Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage."
339,Yanma,DRI,2,Basic Pokémon,,,,70.0,{G},{L},{F},1.0,Whirlwind,●,,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
339,Yanma,DRI,2,Basic Pokémon,,,,70.0,{G},{L},{F},1.0,Razor Wing,{G}●,30,
340,Yanmega ex,DRI,3,Stage 1 Pokémon,Pokémon ex,,Yanma,280.0,{G},{L},{F},1.0,[Ability] Buzzing Boost,,,"Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may search your deck for up to 3 Basic {G} Energy cards and attach them to this Pokémon. Then, shuffle your deck."
340,Yanmega ex,DRI,3,Stage 1 Pokémon,Pokémon ex,,Yanma,280.0,{G},{L},{F},1.0,Jet Cyclone,{G}{G}{G}●,210,Move 3 Energy from this Pokémon to 1 of your Benched Pokémon.
341,Cynthia's Roselia,DRI,7,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,70.0,{G},{R},,1.0,Spike Sting,●,20,
342,Cynthia's Roserade,DRI,8,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Roselia,130.0,{G},{R},,1.0,[Ability] Cheer On to Glory,,,Attacks used by your Cynthia’s Pokémon do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).
342,Cynthia's Roserade,DRI,8,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Roselia,130.0,{G},{R},,1.0,Leaf Step,{G}●●,80,
343,Shaymin,DRI,10,Basic Pokémon,,,,80.0,{G},{R},,1.0,[Ability] Flower Curtain,,,"Prevent all damage done to your Benched Pokémon that don’t have a Rule Box by attacks from your opponent’s Pokémon. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
343,Shaymin,DRI,10,Basic Pokémon,,,,80.0,{G},{R},,1.0,Smash Kick,●●,30,
344,Dwebble,DRI,11,Basic Pokémon,,,,70.0,{G},{R},,2.0,Ascension,●,,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck."
345,Crustle,DRI,12,Stage 1 Pokémon,,,Dwebble,150.0,{G},{R},,3.0,[Ability] Mysterious Rock Inn,,,Prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon {ex}.
345,Crustle,DRI,12,Stage 1 Pokémon,,,Dwebble,150.0,{G},{R},,3.0,Superb Scissors,{G}●●,120,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.
346,Applin,DRI,16,Basic Pokémon,,,,40.0,{G},{R},,1.0,Mini Drain,{G},10,Heal 10 damage from this Pokémon.
347,Dipplin,DRI,17,Stage 1 Pokémon,,,Applin,90.0,{G},{R},,3.0,Energy Loop,{G},50,Put an Energy attached to this Pokémon into your hand.
348,Hydrapple,DRI,18,Stage 2 Pokémon,,,Dipplin,170.0,{G},{R},,3.0,Hydra Breath,{G},,"Discard 6 Basic {G} Energy cards from your hand, and Knock Out your opponent’s Active Pokémon. If you can’t discard 6 cards in this way, this attack does nothing."
348,Hydrapple,DRI,18,Stage 2 Pokémon,,,Dipplin,170.0,{G},{R},,3.0,Whip Smash,{G}●●,140,
349,Teal Mask Ogerpon,DRI,26,Basic Pokémon,,,,110.0,{G},{R},,1.0,Grass Kagura,●,,"Search your deck for a Basic {G} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck."
349,Teal Mask Ogerpon,DRI,26,Basic Pokémon,,,,110.0,{G},{R},,1.0,Ogre’s Hammer,{G}{G}●,120,"During your next turn, this Pokémon can’t use Ogre’s Hammer."
350,Ponyta,DRI,29,Basic Pokémon,,,,70.0,{R},{W},,1.0,Double Headbutt,●,10×,Flip 2 coins. This attack does 10 damage for each heads.
351,Rapidash,DRI,30,Stage 1 Pokémon,,,Ponyta,110.0,{R},{W},,1.0,[Ability] Hurried Gait,,,"Once during your turn, you may draw a card."
351,Rapidash,DRI,30,Stage 1 Pokémon,,,Ponyta,110.0,{R},{W},,1.0,Fire Mane,{R}●,60,
352,Ethan's Cyndaquil,DRI,32,Basic Pokémon,,Trainer's Pokémon（Ethan）,,70.0,{R},{W},,1.0,Ember,{R},30,Discard an Energy from this Pokémon.
353,Ethan's Quilava,DRI,33,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Cyndaquil,100.0,{R},{W},,1.0,[Ability] Bonded by the Journey,,,"Once during your turn, you may search your deck for an Ethan’s Adventure card, reveal it, and put it into your hand. Then, shuffle your deck."
353,Ethan's Quilava,DRI,33,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Cyndaquil,100.0,{R},{W},,1.0,Combustion,{R},40,
354,Ethan's Typhlosion,DRI,34,Stage 2 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Quilava,170.0,{R},{W},,2.0,Buddy Blast,{R},40,This attack does 60 more damage for each Ethan’s Adventure card in your discard pile.
354,Ethan's Typhlosion,DRI,34,Stage 2 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Quilava,170.0,{R},{W},,2.0,Steam Artillery,{R}{R}●,160,
355,Ethan's Slugma,DRI,35,Basic Pokémon,,Trainer's Pokémon（Ethan）,,80.0,{R},{W},,2.0,Steady Firebreathing,{R},20,
356,Ethan's Magcargo,DRI,36,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Slugma,130.0,{R},{W},,3.0,[Ability] Melt Away,,,"If this Pokémon has no Energy attached, it has no Retreat Cost."
356,Ethan's Magcargo,DRI,36,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Slugma,130.0,{R},{W},,3.0,Lava Burst,{R}{R}{R},70×,Discard up to 5 {R} Energy from this Pokémon. This attack does 70 damage for each card you discarded in this way.
357,Ethan's Ho-Oh ex,DRI,39,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Ethan）,,230.0,{R},{W},,2.0,[Ability] Golden Flame,,,"Once during your turn, you may attach up to 2 Basic {R} Energy cards from your hand to 1 of your Benched Ethan’s Pokémon."
357,Ethan's Ho-Oh ex,DRI,39,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Ethan）,,230.0,{R},{W},,2.0,Shining Feathers,{R}{R}{R}{R},160,Heal 50 damage from each of your Pokémon.
358,Hearthflame Mask Ogerpon,DRI,44,Basic Pokémon,,,,110.0,{R},{W},,1.0,Fire Kagura,●,,"Search your deck for a Basic {R} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck."
358,Hearthflame Mask Ogerpon,DRI,44,Basic Pokémon,,,,110.0,{R},{W},,1.0,Searing Flame,{R}{R}●,80,Your opponent’s Active Pokémon is now Burned.
359,Misty's Psyduck,DRI,45,Basic Pokémon,,Trainer's Pokémon（Misty）,,70.0,{W},{L},,1.0,[Ability] Flustered Leap,,,"Once during your turn, if this Pokémon is on your Bench, you may discard the bottom card of your deck. If you do, discard all cards from this Pokémon and put this Pokémon on top of your deck."
359,Misty's Psyduck,DRI,45,Basic Pokémon,,Trainer's Pokémon（Misty）,,70.0,{W},{L},,1.0,Sprinkle Water,{W},30,
360,Misty's Staryu,DRI,46,Basic Pokémon,,Trainer's Pokémon（Misty）,,70.0,{W},{L},,1.0,Bubble Beam,{W},20,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
361,Misty's Starmie,DRI,47,Stage 1 Pokémon,,Trainer's Pokémon（Misty）,Misty's Staryu,100.0,{W},{L},,1.0,Abrupt Flash,{W},60,"If this Pokémon evolved from Misty’s Staryu during this turn, this attack does 80 more damage."
362,Misty's Magikarp,DRI,48,Basic Pokémon,,Trainer's Pokémon（Misty）,,30.0,{W},{L},,1.0,[Ability] So Submerged,,,"As long as this Pokémon is on your Bench, prevent all damage from and effects of attacks from your opponent’s Pokémon done to this Pokémon."
362,Misty's Magikarp,DRI,48,Basic Pokémon,,Trainer's Pokémon（Misty）,,30.0,{W},{L},,1.0,Splash,{W},10,
363,Misty's Gyarados,DRI,49,Stage 1 Pokémon,,Trainer's Pokémon（Misty）,Misty's Magikarp,180.0,{W},{L},,4.0,Splashing Panic,{W},70×,"Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty’s Pokémon that you discarded in this way."
363,Misty's Gyarados,DRI,49,Stage 1 Pokémon,,Trainer's Pokémon（Misty）,Misty's Magikarp,180.0,{W},{L},,4.0,Waterfall,{W}{W}●,120,
364,Misty's Lapras,DRI,50,Basic Pokémon,,Trainer's Pokémon（Misty）,,110.0,{W},{L},,1.0,Swim Together,{W},,"Search your deck for up to 3 Misty’s Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
364,Misty's Lapras,DRI,50,Basic Pokémon,,Trainer's Pokémon（Misty）,,110.0,{W},{L},,1.0,Surf,{W}●,60,
365,Cynthia's Feebas,DRI,52,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,30.0,{W},{L},,1.0,Undulate,●,10,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
366,Cynthia's Milotic,DRI,53,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Feebas,130.0,{W},{L},,2.0,Aqua Split,{W}●,60,This attack also does 30 damage to 2 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
367,Buizel,DRI,57,Basic Pokémon,,,,70.0,{W},{L},,1.0,Tail Whap,●,10,
367,Buizel,DRI,57,Basic Pokémon,,,,70.0,{W},{L},,1.0,Wave Splash,{W}●●,30,
368,Floatzel,DRI,58,Stage 1 Pokémon,,,Buizel,120.0,{W},{L},,1.0,Whirlpool,●●,30,Discard an Energy from your opponent’s Active Pokémon.
368,Floatzel,DRI,58,Stage 1 Pokémon,,,Buizel,120.0,{W},{L},,1.0,Aqua Slash,{W}●●,140,"During your next turn, this Pokémon can’t attack."
369,Dondozo ex,DRI,66,Basic Pokémon,Pokémon ex,,,260.0,{W},{L},,4.0,Avenging Billow,{W}●,30,This attack does 10 more damage for each damage counter on this Pokémon.
369,Dondozo ex,DRI,66,Basic Pokémon,Pokémon ex,,,260.0,{W},{L},,4.0,Dynamic Dive,{W}{W}●●,120,"You may do 120 more damage. If you do, this Pokémon also does 50 damage to itself."
370,Wellspring Mask Ogerpon,DRI,67,Basic Pokémon,,,,110.0,{W},{L},,1.0,Water Kagura,●,,"Search your deck for a Basic {W} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck."
370,Wellspring Mask Ogerpon,DRI,67,Basic Pokémon,,,,110.0,{W},{L},,1.0,Bubble Drain,{W}{W}●,100,Heal 30 damage from this Pokémon.
371,Electabuzz,DRI,68,Basic Pokémon,,,,90.0,{L},{F},,2.0,Electroslug,{L}●,50,
372,Electivire ex,DRI,69,Stage 1 Pokémon,Pokémon ex,,Electabuzz,280.0,{L},{F},,4.0,Dual Bolt,{L}●,,This attack does 50 damage to 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
372,Electivire ex,DRI,69,Stage 1 Pokémon,Pokémon ex,,Electabuzz,280.0,{L},{F},,4.0,High-Voltage Press,{L}{L}●,180,"If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 100 more damage."
373,Ethan's Pichu,DRI,71,Basic Pokémon,,Trainer's Pokémon（Ethan）,,30.0,{L},{F},,,Zapping Draw,No cost,30,Draw a card.
374,Electrike,DRI,75,Basic Pokémon,,,,60.0,{L},{F},,1.0,Rear Kick,●,10,
374,Electrike,DRI,75,Basic Pokémon,,,,60.0,{L},{F},,1.0,Tiny Bolt,{L}●,30,
375,Manectric,DRI,76,Stage 1 Pokémon,,,Electrike,120.0,{L},{F},,1.0,Zap Kick,●,30,
375,Manectric,DRI,76,Stage 1 Pokémon,,,Electrike,120.0,{L},{F},,1.0,Flash Impact,{L}●,120,This attack also does 40 damage to 1 of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
376,Rotom,DRI,77,Basic Pokémon,,,,60.0,{L},{F},,1.0,Astonish,{L},20,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.
376,Rotom,DRI,77,Basic Pokémon,,,,60.0,{L},{F},,1.0,Gadget Show,●●,30×,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.
377,Zeraora,DRI,78,Basic Pokémon,,,,100.0,{L},{F},,1.0,Scratch,●,20,
377,Zeraora,DRI,78,Basic Pokémon,,,,100.0,{L},{F},,1.0,Thunder Raid,{L}{L}{L},,"Discard all Energy from this Pokémon, and this attack does 210 damage to 1 of your opponent’s Benched Pokémon {ex}. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
378,Ethan's Sudowoodo,DRI,93,Basic Pokémon,,Trainer's Pokémon（Ethan）,,110.0,{F},{G},,1.0,Impound,{F},20,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
378,Ethan's Sudowoodo,DRI,93,Basic Pokémon,,Trainer's Pokémon（Ethan）,,110.0,{F},{G},,1.0,Try to Imitate,●●,,"Flip a coin. If heads, choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack."
379,Cynthia's Gible,DRI,102,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,70.0,{F},{G},,1.0,Rock Hurl,{F},20,This attack’s damage isn’t affected by Resistance.
